"species"	"IUCN_TS_sum.x"	"IUCN_TS_sum_InclOld.x"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"FD_G"	"ED"	"FDcat"	"EDcat"	"REC"	"OLD"	"PRED"	"Subset2"	"RLa"	"RLro"	"RLr"	"RLa_MLp_BS"	"RLro_MLpr_BS"	"RLr_MLpr_BS"	"RLa_MLp_WS"	"RLro_MLpr_WS"	"RLr_MLpr_WS"	"RLro_MLpr_EG_BS"	"RLro_MLpr_EG_WS"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"AOO2km"	"EOO_rCAT_conR2"	"HFI"	"HPD"	"FLO"	"bio4"	"bio15"	"Tflex_mean"	"Pflex_mean"	"ECO"	"TDWG3"	"preds"	"IUCN_TS_detail"	"IUCN_TS_sum.y"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld.y"
"Astrocaryum ulei"	"NE"	"NE"	"PREDICTED"	"LC"	"0.474"	"0.526"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"NA"	"4.65"	"3"	"21.9126087587888"	"4.65"	"3"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.644488217441774"	"0.355511782558226"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.231072379668496	"4.18997316732332"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	5	5	5	20	43426.6387207834	8.79872159957886	1.12231792807579	0.0520682673901319	80.6968360900879	56.9537200927734	0.760389229088587	0.118160190325139	1	3	"YES"	"NE"	"NE"	"NE"	"NE"
"Astrocaryum urostachys"	"NE"	"LC"	"PREDICTED"	"LC"	"0.356"	"0.644"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"10.57"	"7.5"	"2.5"	"24.5436926061703"	"7.5"	"2.5"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.443623892848703"	"0.556376107151297"	"LC"	"LC"	"LC"	"LC"	"LC"	0.245408661506237	"3.5061214177129"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"LC"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	123	36	49	332	136308.292065223	11.7403322836248	3.98338879614584	0.0284867834174869	46.7577609395593	16.0962088282515	0.809825364564269	0.586415670312897	2	3	"YES"	"NE"	"NE"	"LC"	"LC"
"Astrocaryum vulgare"	"NE"	"NE"	"PREDICTED"	"LC"	"0.138"	"0.862"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"10.1"	"4.25"	"3.2"	"22.787018714038"	"4.25"	"3.2"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"	"LC"	"0.178664680123134"	"0.821335319876866"	"NA"	"LC"	"LC"	"LC"	"LC"	0.265148803997471	"7.5634055951678"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	33	28	28	116	2924038.21820477	27.2361978184093	129.19332021822	0.0910676357929002	75.4685738303445	75.7167175755356	0.778807882056496	0.0675226307038612	11	6	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea allenii"	"NE"	"NE"	"PREDICTED"	"LC"	"0.214"	"0.786"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	"0"	"11.31"	"7"	"4.25"	"66.2025201897099"	"7"	"4.25"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.392770469416073"	"0.607229530583927"	"NA"	"LC"	"LC"	"LC"	"LC"	0.339904841323871	"4.04737078162253"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	65	33	42	224	264981.378867318	28.2563060173622	43.1103402192776	0.0397437936174146	38.2873809521015	35.5112289281992	0.849613728793785	0.374811068480408	6	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea amygdalina"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.782"	"0.218"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"NA"	"7.5"	"5"	"98.174770424681"	"7.5"	"5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"nonLC"	"0.715813232800425"	"0.284186767199575"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.347654867290762	"4.98897668812404"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	3	3	3	12	1619.10984487881	41.3292147318522	140.893280029297	0.0233834447960059	34.5485235850016	33.614377339681	0.800462104081192	0.341666666666667	2	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Attalea amylacea"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Americas"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0.219256795874945	"5.14740794785199"	"NO"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Attalea anisitsiana"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.68"	"0.32"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.70476952429842"	"0.29523047570158"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.315727994324296	"3.62874811624263"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	1	1	1	4	NA	29.8408851623535	11.0035181045532	0.0461817122995853	326.454406738281	40.7690353393555	0.673609351074461	0.21195652173913	1	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea apoda"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.598"	"0.402"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"6"	"3.3"	"34.2119439975928"	"6"	"3.3"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.660491106855705"	"0.339508893144295"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.223644210710428	"5.16495868962933"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	4	4	4	16	63479.6765053972	33.1608662605286	65.9192638397217	0.0859857331961393	205.279819488525	71.7501907348633	0.698212118305884	0.100414078674948	2	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea attaleoides"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.288"	"0.712"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"A"	"0"	"10.1"	"5"	"2.25"	"13.2535940073319"	"5"	"2.25"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.566067984399039"	"0.433932015600961"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.331053139995529	"4.88158500170348"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	6	4	4	24	121311.152285468	16.3166443904241	349.555165298283	0.0598412673765173	47.0034974416097	49.9079119364421	0.818642792566585	0.194459243473628	2	4	"YES"	"NE"	"NE"	"Possibly Threatened"	"nonLC"
"Attalea barreirensis"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"2.51"	"5.25"	"3.75"	"38.6563158547182"	"5.25"	"3.75"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.33039247264896	"4.96960190159581"	"YES"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	23	17	20	84	947175.559956678	24.1957970494809	26.615698368653	0.0973841908347347	103.807634768279	87.411283078401	0.704940157090552	0.0146644106034969	5	2	"YES"	"Threatened"	"nonLC"	"Threatened"	"nonLC"
"Attalea bassleriana"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.976"	"0.024"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"9.05"	"5.56"	"146.486224139487"	"9.05"	"5.56"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"YES"	"YES"	"YES"	"YES"	"YES"	"nonLC"	"0.735978435874391"	"0.264021564125609"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.248769002955225	"4.99637285938241"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	1	1	1	4	NA	15.2846460342407	5.76528930664062	0.0798932835459709	42.7111930847168	22.8082656860352	0.80682716151547	0.479245283018868	1	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea brasiliensis"	"nonLC"	"nonLC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"6"	"5"	"78.5398163397448"	"6"	"5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.227803821645295	"3.59106514947383"	"NO"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	3	3	3	12	12435.4673860237	32.4422458012899	483.643962661425	0.0503698244380454	97.8723602294922	78.4925689697266	0.707569859915534	0.0209545983701979	2	1	"YES"	"Threatened"	"nonLC"	"Threatened"	"nonLC"
"Attalea brejinhoensis"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.636"	"0.364"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"9"	"6"	"169.646003293849"	"9"	"6"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.698397507677798"	"0.301602492322202"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.257777281418816	"4.02377615706496"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	6	5	5	24	145082.761879563	24.2509757677714	8.55712928374608	0.0706485388800502	107.483034769694	89.7163441975911	0.708828379893088	0.00722673893405599	2	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea burretiana"	"NE"	"NE"	"PREDICTED"	"LC"	"0.054"	"0.946"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"NA"	"7.27"	"4.55"	"78.8053725487589"	"7.27"	"4.55"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.419779139835675"	"0.580220860164325"	"NA"	"LC"	"LC"	"LC"	"LC"	0.238726983193575	"3.20005989878007"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	34	28	29	124	233902.127467813	33.8812244639677	435.992587229785	0.094978428007487	149.677305782543	33.7952368119184	0.782727947960622	0.382884544448543	6	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea butyracea"	"NE"	"NE"	"PREDICTED"	"LC"	"0.35"	"0.65"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"16.09"	"8.25"	"3.75"	"60.7456392002714"	"8.25"	"3.75"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.126890774048546"	"0.873109225951454"	"NA"	"LC"	"LC"	"LC"	"LC"	0.281362312251661	"4.56566862001658"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	241	118	143	740	4555250.57677394	18.0423710803768	70.140433883024	0.0514114153720207	64.3282727997333	38.9327561449708	0.797113585562475	0.305478458730279	25	7	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea camopiensis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Americas"	"A"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0.315727994324296	"4.96329727060786"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Attalea cephalotus"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.754"	"0.246"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.703492215253319"	"0.296507784746681"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.219256795874945	"4.97293102094781"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	2	2	2	8	46305	18.3553280830383	12.4325637370348	0.132170736091211	55.6768207550049	38.3872289657593	0.791467104184416	0.2912	2	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea cohune"	"NE"	"NE"	"PREDICTED"	"LC"	"0.22"	"0.78"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"18.45"	"6"	"3.9"	"47.7836242611007"	"6"	"3.9"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"	"LC"	"0.158050257287759"	"0.841949742712241"	"NA"	"LC"	"LC"	"LC"	"LC"	0.2666056125694	"3.63491323488497"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	56	35	37	180	1528390.2527118	26.4748397895268	30.6597112246922	0.100481559235569	160.884093557085	63.5028018951416	0.742340493426053	0.131361243419403	12	8	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea colenda"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.13"	"0.87"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"15.1"	"5"	"3.5"	"32.0704250053958"	"5"	"3.5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.4716258923789"	"0.5283741076211"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.258707518817965	"4.96798219998913"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"	32	18	19	92	85905.5617781548	32.7154352068901	60.8687760084867	0.0878014733461896	62.2035614848137	81.9028223752975	0.821310730053448	0.123492011737855	6	2	"YES"	"NE"	"NE"	"Possibly Threatened"	"nonLC"
"Attalea compta"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.58"	"0.42"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"8.75"	"5.25"	"126.277298458746"	"8.75"	"5.25"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.666487604202724"	"0.333512395797276"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.239116722044545	"4.9150346533279"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	12	6	6	36	214543.170163185	31.566076596578	73.547620455424	0.0746163306757808	193.256174723307	70.6084925333659	0.708493511845322	0.101349128002633	3	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea crassispatha"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.928"	"0.072"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"6.85"	"3.75"	"2"	"7.85398163397448"	"3.75"	"2"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.740706626356556"	"0.259293373643444"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.225224621491979	"5.49178693558977"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	6	2	2	8	23.3547908280678	36.7846260070801	412.706802368164	0.0201662834733725	118.910106658936	53.3928871154785	0.76050889197306	0.182142857142857	1	1	"YES"	"NE"	"NE"	"CR"	"nonLC"
"Attalea cuatrecasasiana"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"LC"	"NA"	"NA"	"NA"	"LC"	"LC"	"Americas"	"A"	"0"	"11.82"	"12.5"	"8.5"	"472.875144212214"	"12.5"	"8.5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	0.369604840213737	"7.03044472536696"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Attalea dahlgreniana"	"NE"	"NE"	"PREDICTED"	"LC"	"0.208"	"0.792"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"10.45"	"7.5"	"3.25"	"41.4788405044277"	"7.5"	"3.25"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.553957185932979"	"0.44604281406702"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.243346606656865	"4.80256226929789"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	8	8	8	32	391505.559809675	31.6753723621368	35.3048125803471	0.196031700819731	74.4432592391968	81.0921411514282	0.776574831606653	0.0530474040632054	4	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Attalea degranvillei"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.315727994324296	"5.02841788263938"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Attalea dubia"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.452"	"0.548"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"NA"	"6.25"	"3"	"29.4524311274043"	"6.25"	"3"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.634318496283194"	"0.365681503716806"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.241978582788732	"5.00080683317362"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	11	10	10	44	103925.19442894	33.8727120486173	190.000252636996	0.0824621588796039	272.105264837092	43.6101098494096	0.682460532630772	0.278560830860534	2	2	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Attalea eichleri"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.132"	"0.868"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"A"	"0"	"3.51"	"7.5"	"4.75"	"88.6027303082746"	"7.5"	"4.75"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.349539613666558"	"0.650460386333442"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.332201912828893	"4.00376184408754"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"	33	26	29	128	1264684.70269528	22.0866694594875	40.7717910326284	0.0932417676896986	106.121217554266	81.4019369645552	0.697953608914355	0.0268870251603355	6	3	"YES"	"NE"	"NE"	"Possibly Threatened"	"nonLC"
"Attalea exigua"	"NE"	"NE"	"PREDICTED"	"LC"	"0.142"	"0.858"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	"0"	"1.57"	"5"	"4.25"	"47.2875144212214"	"5"	"4.25"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.480904470504348"	"0.519095529495652"	"NA"	"LC"	"LC"	"LC"	"LC"	0.332426788948802	"4.94990689845332"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	13	13	13	52	1163088.93793433	25.5310555604788	32.9292806490109	0.0330835380860103	159.011222839355	78.219058403602	0.695384467543123	0.05010501050105	4	3	"YES"	"NE"	"NE"	"NE"	"NE"
