"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"Expert"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Calamus katikii"	0	0	1	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.735045967039369"	"0.264954032960632"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus kebariensis"	0	0	1	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus kiahii"	0	0	1	2	0	2	"0"	0	1	10	1	"canopy"	NA	1.1	1.1	NA	2.5	2	NA	2	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.657245310914689"	"0.342754689085311"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"CE"	1	NA	2.5	2	5.23598775598299	2.5	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus kingianus"	0	0	1	1	0	0	"0"	0	1	5	1.2	"canopy"	NA	0.6	0.6	NA	1	NA	NA	1	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.650485114258347"	"0.349514885741653"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	1	1	0.523598775598299	1	1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus kjellbergii"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus klossii"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	0.3	0.3	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.658122235357092"	"0.341877764642908"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus komsaryi"	0	0	1	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus kontumensis"	0	0	1	1	0	0	"NA"	0	1	3	0.9	"both"	NA	0.3	0.3	NA	3.5	NA	NA	2	NA	NA	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.737768470934213"	"0.262231529065787"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	3.5	2	7.33038285837618	3.5	2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus koordersianus"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus korthalsii"	0	0	1	1	0	0	"2"	1	1	15	3	"canopy"	NA	5.5	5	0.92	1.5	NA	NA	1	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.451028589933024"	"0.548971410066976"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	6.42	1.5	1	0.785398163397448	1.5	1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus kostermansii"	0	0	1	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.730574371368273"	"0.269425628631727"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus kunstleri"	0	0	1	2	0	2	"0"	0	1	15	4	"canopy"	NA	3	2	NA	1.8	NA	NA	1.8	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.534023854828073"	"0.465976145171927"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"CE"	1	NA	1.8	1.8	3.05362805928928	1.8	1.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus kurzianus"	0	0	1	1	0	0	"0"	0	1	25	6	"canopy"	NA	2.5	2.5	NA	2	NA	NA	2	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.615536878196576"	"0.384463121803424"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	2	2	4.18879020478639	2	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus lakshmanae"	0	0	1	1	0	0	"0"	0	1	20	2.5	"canopy"	NA	1.4	1.4	NA	1	NA	NA	0.7	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	1	0.7	0.256563400043166	1	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus lambirensis"	0	0	1	1	0	0	"0"	0	1	3	1	"both"	NA	0.75	0.75	NA	0.7	NA	NA	0.7	NA	NA	"small"	"elongate"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.702941693951904"	"0.297058306048096"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	0.7	0.7	0.179594380030216	0.7	0.7	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus lamprolepis"	0	0	1	1	0	0	"NA"	NA	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus laoensis"	0	0	1	1	0	0	"0"	0	1	40	5	"canopy"	NA	2	2	NA	2	NA	NA	1.2	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.686980718203815"	"0.313019281796185"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	2	1.2	1.5079644737231	2	1.2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus lateralis"	0	0	1	1	0	0	"1"	0	1	70	5.5	"canopy"	NA	1.4	1.4	NA	2	NA	NA	2	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.700235031543101"	"0.299764968456899"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	2	2	4.18879020478639	2	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus latifolius"	0	0	1	1	0	0	"0"	0	1	20	3	"canopy"	NA	2.5	2.5	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"cryptic"	0	0	0	0	0	0	1	1	0	0	"NE"	"LC"	"PREDICTED"	"LC"	"0.144520204183527"	"0.855479795816473"	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	NA	NA	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"YES"	"NO"
"Calamus lauterbachii"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	0	0	0	0	1	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.440078298126849"	"0.559921701873151"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"YES"	"YES"	"NO"	"NO"
"Calamus laxissimus"	0	0	1	2	0	2	"1"	0	1	3	0.7	"understorey"	NA	2	2	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"CE"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus leiocaulis"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus leloi"	0	0	1	1	0	0	"1"	0	1	10	1	"canopy"	NA	1	NA	NA	1.8	NA	NA	1.8	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.666112093398673"	"0.333887906601327"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	1.8	1.8	3.05362805928928	1.8	1.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus leptopus"	0	0	1	1	0	0	"0"	0	1	20	6	"canopy"	NA	5	2.5	NA	1.8	NA	NA	1	NA	NA	"small"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	1.8	1	0.942477796076938	1.8	1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus leptospadix"	0	0	1	1	0	0	"0"	0	1	25	2	"canopy"	NA	2	2	NA	1.5	NA	NA	1.5	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.559136752389084"	"0.440863247610916"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	1.5	1.5	1.76714586764426	1.5	1.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus leptostachys"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	0.9	0.8	1	0.55	NA	NA	"small"	"globose"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	"LC"	NA	NA	NA	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	0.9	0.55	0.142549766656637	0.9	0.55	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus lewisianus"	0	0	1	1	0	0	"0"	0	1	3	7	"both"	NA	2.7	2.7	1.9	2	NA	NA	2	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.641221048569878"	"0.358778951430122"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	4.6	2	2	4.18879020478639	2	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus lobbianus"	0	0	1	0	1	0	"1"	0	1	0.5	3	"understorey"	NA	2	2	NA	3	NA	NA	2	NA	NA	"small"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.490828913991963"	"0.509171086008037"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"A"	1	NA	3	2	6.28318530717959	3	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus loherianus"	0	0	1	1	0	0	"0"	1	1	20	2	"canopy"	NA	2.45	NA	0.97	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.717576935395847"	"0.282423064604153"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	3.42	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus longibracteatus"	0	0	1	1	0	0	"0"	1	1	22	5	"canopy"	NA	3	NA	0.55	1.3	NA	NA	1.1	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.680119512445822"	"0.319880487554178"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	3.55	1.3	1.1	0.823620874016124	1.3	1.1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus longipes"	0	0	1	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.228336022124744"	"0.771663977875256"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus longipinna"	0	0	1	1	0	0	"0"	1	1	25	35	"canopy"	NA	0.7	NA	NA	0.77	NA	NA	0.58	NA	NA	"small"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"LC"	"PREDICTED"	"LC"	"0.40881332294412"	"0.59118667705588"	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	0.77	0.58	0.135626743645676	0.77	0.58	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus longisetus"	0	0	1	1	0	0	"0"	0	1	50	10	"canopy"	NA	4	4	NA	3.5	NA	NA	2	NA	NA	"small"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"LC"	"PREDICTED"	"LC"	"0.311451163889225"	"0.688548836110775"	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	3.5	2	7.33038285837618	3.5	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus longispatha"	0	0	1	1	0	0	"0"	0	1	7	2	"canopy"	NA	3	3	NA	2.8	NA	NA	2	NA	NA	"small"	"NA"	"cryptic"	0	0	0	0	0	0	0	1	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	"LC"	NA	NA	NA	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	2.8	2	5.86430628670095	2.8	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"NO"	"YES"	"NO"
"Calamus longispinosus"	0	0	1	1	0	0	"NA"	NA	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus longistipes"	0	0	1	2	0	2	"0"	1	1	10	3	"canopy"	NA	2.5	2.5	0.75	1.5	NA	NA	1.3	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.594337346634126"	"0.405662653365874"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"CE"	1	3.25	1.5	1.3	1.32732289614169	1.5	1.3	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus lucysmithiae"	0	0	1	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.738364650325229"	"0.261635349674771"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus luteus"	0	0	1	1	0	0	"0"	0	1	20	3.5	"canopy"	NA	1.7	1.7	NA	1.5	NA	NA	1.5	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EAsiaPacific"	"C"	1	NA	1.5	1.5	1.76714586764426	1.5	1.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus macrochlamys"	0	0	1	1	0	0	"0"	0	1	50	2.6	"canopy"	NA	1.05	0.95	NA	1.1	1	1.15	1.15	1	1.15	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"LC"	"PREDICTED"	"LC"	"0.489772619285212"	"0.510227380714788"	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	1.1	1.15	0.728587696245033	1.15	1.1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus macrophyllus"	0	0	1	1	0	0	"0"	0	1	20	3	"canopy"	NA	2.25	1.75	0.55	2.1	NA	NA	1.5	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	2.8	2.1	1.5	2.47400421470196	2.1	1.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus macropterus"	0	0	1	1	0	0	"2"	1	1	15	3	"canopy"	NA	NA	NA	0.33	1.5	NA	NA	1.2	NA	NA	"small"	"elongate"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.699995057151502"	"0.300004942848498"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	1.5	1.2	1.13097335529233	1.5	1.2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus macrorhynchus"	0	0	1	0	0	1	"0"	0	1	3	4	"understorey"	NA	1	1	NA	2.7	NA	NA	1.5	NA	NA	"small"	"NA"	"cryptic"	0	0	0	0	0	0	0	1	0	0	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	1	NA	2.7	1.5	3.18086256175967	2.7	1.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"NO"	"YES"	"NO"
"Calamus macrosphaerion"	0	0	1	1	0	0	"1"	0	1	40	5	"canopy"	NA	7	NA	NA	2.5	NA	NA	2	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	2.5	2	5.23598775598299	2.5	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus maculatus"	0	0	1	1	0	0	"1"	1	1	5	2	"canopy"	NA	2.02	2	NA	2	NA	NA	1.6	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.598946537595012"	"0.401053462404988"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	2	1.6	2.68082573106329	2	1.6	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus maiadum"	0	0	1	0	0	1	"1"	0	1	3	5	"understorey"	NA	2.2	2.2	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.711088585275468"	"0.288911414724532"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
