"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Burretiokentia koghiensis"	0	0	1	0	0	1	"1"	0	0	18	17	"canopy"	17	3.25	2.9	0.4	1.6	NA	NA	1.05	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TEST"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	3.65	1.6	1.05	0.923628240155399	1.6	1.05	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Burretiokentia vieillardii"	0	0	1	0	0	1	"1"	0	0	20	18	"canopy"	12	2.7	2.5	0.22	2	NA	2.2	1	NA	1.3	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LC"	"LC"	"TEST"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	2.92	2	1	1.0471975511966	2	1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Butia archeri"	1	0	0	0	1	0	"1"	0	0	1	20	"understorey"	12	1	0.8	0.22	1.9	1.8	2	1.4	1.5	1.6	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	0	1.22	1.9	1.4	1.94988184032806	1.9	1.4	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Butia arenicola"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia campicola"	1	0	0	0	1	0	"2"	0	0	0	NA	"understorey"	9	0.77	0.77	NA	1.75	1.5	2	1	1.1	1.7	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.478"	"0.522"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"A"	0	NA	1.75	1	0.916297857297023	1.75	1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Butia capitata"	1	0	0	0	0	1	"1"	0	1	6	50	"canopy"	32	2.58	1.71	0.99	2.65	1.8	3.5	1.7	1.2	2.2	"small"	"NA"	"conspicuous"	0	1	0	0	1	0	0	0	0	0	"nonLC"	"nonLC"	"TEST"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	1	3.57	2.65	1.7	4.00998122291957	2.65	1.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"
"Butia catarinensis"	1	0	0	0	0	1	"NA"	0	NA	NA	NA	"NA"	NA	NA	NA	NA	2.5	NA	NA	1.2	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.476"	"0.524"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	NA	NA	2.5	1.2	1.88495559215388	2.5	1.2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia eriospatha"	1	0	0	0	0	1	"1"	0	1	6	50	"canopy"	30	3.5	2.5	NA	1.9	1.8	2	1.75	1.4	2.2	"small"	"NA"	"cryptic"	0	0	0	0	1	0	0	0	0	0	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	1	NA	1.9	1.75	3.0466903755126	1.9	1.75	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"
"Butia exilata"	1	0	0	0	0	1	"NA"	0	NA	1.5	NA	"understorey"	NA	NA	1.35	NA	3.5	3	4	1.8	1.6	2	"small"	"elongate"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"Americas"	"E"	NA	NA	3.5	1.8	5.93761011528471	3.5	1.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia exospadix"	1	0	0	0	1	0	"1"	0	0	0	20	"understorey"	7	NA	NA	NA	1.6	1.2	2	NA	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.388"	"0.612"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	0	NA	1.6	NA	NA	1.6	NA	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Butia lallemantii"	1	0	0	0	1	0	"0"	0	0	0.84	20	"understorey"	9	1.5	1.5	NA	3	2.5	3.5	NA	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.632"	"0.368"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	3	NA	NA	3	NA	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Butia lepidotispatha"	1	0	0	0	1	0	"NA"	0	NA	0.3	NA	"understorey"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"Americas"	"A"	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia leptospatha"	1	0	0	0	1	0	"1"	0	0	0	NA	"understorey"	5	0.5	0.5	NA	1.2	1	1.4	1	0.8	1.2	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.436"	"0.564"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"A"	0	NA	1.2	1	0.628318530717959	1.2	1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Butia marmorii"	1	0	0	0	1	0	"1"	0	0	0	20	"understorey"	5	0.51	0.51	NA	1.6	1.2	2	1.35	1.2	1.5	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.864"	"0.136"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	1.6	1.35	1.52681402964464	1.6	1.35	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Butia matogrossensis"	1	0	0	0	1	0	"NA"	0	1	0	NA	"understorey"	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.95"	"0.05"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	NA	NA	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia microspadix"	1	0	0	0	1	0	"1"	0	0	0	NA	"understorey"	7	1	0.74	NA	2	1.5	2	1.05	1	1.5	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TEST"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	2	1.05	1.15453530019425	2	1.05	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Butia noblickii"	1	0	0	0	0	1	"NA"	0	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia odorata"	1	0	0	0	0	1	"NA"	0	NA	NA	NA	"NA"	NA	NA	NA	NA	2.2	1.8	2.6	1.85	1.5	2.2	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.194"	"0.806"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	NA	NA	2.2	1.85	3.94243698086739	2.2	1.85	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia paraguayensis"	1	0	0	0	0	1	"1"	0	1	4	20	"understorey"	7	1.41	0.93	0.53	2.95	2	3.9	1.85	1	2.7	"small"	"globose"	"cryptic"	0	0	0	0	0	0	0	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.196"	"0.804"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	1.94	2.95	1.85	5.28644958798128	2.95	1.85	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"NO"
"Butia poni"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia pubispatha"	1	0	0	0	1	0	"NA"	0	NA	0	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"Americas"	"A"	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia purpurascens"	1	0	0	0	0	1	"1"	0	0	4	16	"understorey"	22	1.45	1.45	NA	2.6	2.3	2.9	1.15	1	1.3	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	2.6	1.15	1.80039438989475	2.6	1.15	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Butia witeckii"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.572"	"0.428"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Butia yatay"	1	0	0	0	0	1	"1"	0	1	12	40	"canopy"	30	3.1	2.4	0.75	3.6	3	4.2	2.65	2.5	2.8	"small"	"elongate"	"cryptic"	0	1	0	0	0	0	0	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.066"	"0.934"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	3.85	3.6	2.65	13.2371006459006	3.6	2.65	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"NO"
"Calamus acamptostachys"	0	0	1	0	1	0	"1"	1	1	2	5	"understorey"	10	2.5	2.5	NA	0.8	NA	NA	0.9	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.588"	"0.412"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	1	NA	0.8	0.9	0.30159289474462	0.9	0.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Calamus acanthochlamys"	0	0	1	0	0	1	"1"	0	1	7	25	"canopy"	NA	4	2.5	1.55	1	NA	NA	0.8	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.598"	"0.402"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	1	5.55	1	0.8	0.335103216382911	1	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus acanthophyllus"	0	0	1	0	1	0	"0"	0	1	1	NA	"understorey"	NA	1.5	0.4	NA	1.2	NA	NA	0.9	NA	NA	"small"	"elongate"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"LC"	"PREDICTED"	"nonLC"	"0.754"	"0.246"	NA	"LC"	"LC"	"nonLC"	"LC"	"nonLC"	"EAsiaPacific"	"A"	1	NA	1.2	0.9	0.508938009881546	1.2	0.9	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus acanthospathus"	0	0	1	1	0	0	"1"	0	1	30	5	"canopy"	12	1.4	1.4	NA	2.5	NA	NA	1.5	NA	NA	"small"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.09"	"0.91"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	2.5	1.5	2.94524311274043	2.5	1.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"YES"	"NO"
"Calamus acaulis"	0	0	1	0	1	0	"1"	0	1	0	3.5	"understorey"	NA	0.7	0.7	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.924"	"0.076"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus acehensis"	0	0	1	1	0	0	"0"	NA	1	5	2.5	"canopy"	NA	2	2	NA	2.2	NA	NA	1.8	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"LC"	NA	NA	NA	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	2.2	1.8	3.73221207246467	2.2	1.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus adspersus"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus affinis"	0	0	1	1	0	0	"NA"	NA	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	0	0	0	0	0	0	1	0	0	0	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus aidae"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	0.3	NA	NA	0.5	NA	NA	"small"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	0.3	0.5	0.0235619449019234	0.5	0.3	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus albidus"	0	0	1	1	0	0	"0"	0	1	6	4	"canopy"	NA	0.5	0.5	NA	2.5	NA	NA	1.5	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	2.5	1.5	2.94524311274043	2.5	1.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Calamus albus"	0	0	1	1	0	0	"NA"	0	1	NA	3.6	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"elongate"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus altiscandens"	0	0	1	1	0	0	"NA"	0	1	NA	0.35	"canopy"	NA	1.6	1.6	NA	0.5	NA	NA	0.4	NA	NA	"small"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.768"	"0.232"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	0.5	0.4	0.0418879020478639	0.5	0.4	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus andamanicus"	0	0	1	1	0	0	"1"	0	1	24	10	"canopy"	NA	2	2	NA	1.8	NA	NA	1.1	NA	NA	"small"	"NA"	"cryptic"	0	0	0	0	0	0	0	1	0	0	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	1.8	1.1	1.1403981332531	1.8	1.1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"NO"	"YES"	"NO"
"Calamus angustifolius"	0	0	1	1	0	0	"0"	0	1	50	4	"canopy"	NA	4	2.2	0.55	1.8	NA	NA	1.8	NA	NA	"small"	"elongate"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.256"	"0.744"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	4.55	1.8	1.8	3.05362805928928	1.8	1.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus anomalus"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	0	1	0	0	0	0	0	0	0	1	"NE"	"LC"	"PREDICTED"	"nonLC"	"0.75"	"0.25"	NA	"LC"	"LC"	"nonLC"	"LC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"NO"	"NO"	"YES"
"Calamus arborescens"	0	0	1	0	0	1	"0"	0	1	10	6.5	"canopy"	15	4	4	NA	2.2	NA	NA	1.5	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.254"	"0.746"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	1	NA	2.2	1.5	2.59181393921158	2.2	1.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Calamus aruensis"	0	0	1	1	0	0	"2"	0	1	50	5	"canopy"	NA	5.9	5	NA	1.1	NA	NA	1.1	0.8	1.4	"small"	"NA"	"cryptic"	1	0	0	0	1	1	1	1	0	1	"NE"	"LC"	"PREDICTED"	"LC"	"0.344"	"0.656"	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	1	NA	1.1	1.1	0.696909970321336	1.1	1.1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"YES"	"YES"	"YES"	"YES"
"Calamus arugda"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"elongate"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus ashtonii"	0	0	1	0	1	0	"1"	1	1	20	2	"canopy"	NA	1.5	NA	0.1	0.75	NA	NA	0.7	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.664"	"0.336"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	1	1.6	0.75	0.7	0.192422550032375	0.75	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus asperrimus"	0	0	1	1	0	0	"NA"	0	1	NA	NA	"canopy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.572"	"0.428"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"EAsiaPacific"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Calamus asteracanthus"	0	0	1	1	0	0	"0"	1	1	10	1.5	"canopy"	NA	1	1	0.28	1	NA	NA	0.7	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.932"	"0.068"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	1	1.28	1	0.7	0.256563400043166	1	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Calamus ater"	0	0	1	2	0	2	"0"	1	1	15	3	"canopy"	NA	3	2.5	0.55	1.55	1.1	2	1.2	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.432"	"0.568"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"CE"	1	3.55	1.55	1.2	1.1686724671354	1.55	1.2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
